Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-10-24,13863
NYCService,Facebook,http://www.facebook.com/nycservice,2012-10-24,6122
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-10-24,5835
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-10-24,7065
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-10-24,47409
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-10-24,5231
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-10-24,4011
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-10-24,4568
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-10-24,5914
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-10-24,4112
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-10-24,3608
DEP,Facebook,http://www.facebook.com/nycwater,2012-10-24,3074
DOE,Facebook,http://www.facebook.com/nycgrads,2012-10-24,1806
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-10-24,1760
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-10-24,1762
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-10-24,1270
HHC,Facebook,http://www.facebook.com/nychhc,2012-10-24,1333
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-10-24,3050
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-10-24,1122
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-10-24,1134
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-10-24,1455
Culture,Facebook,https://www.facebook.com/piypnyc,2012-10-24,1125
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-10-24,2113
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-10-24,1300
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-10-24,1421
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-10-24,593
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-10-24,861
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-10-24,735
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-10-24,540
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-10-24,387
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-10-24,1169
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-10-24,710
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-10-24,306
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-10-24,544
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-10-24,293
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-10-24,495
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-10-24,527
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-10-24,569
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-10-24,452
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-10-24,570
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-10-24,318
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-10-24,315
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-10-24,446
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-10-24,421
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-10-24,316
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-10-24,473
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-10-24,307
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-10-24,357
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-10-24,326
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-10-24,406
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-10-24,331
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-10-24,251
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-10-24,306
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-10-24,179
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-10-24,17
HHC,Facebook,http://www.facebook.com/nychhc,2012-09-21,1292
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-09-21,16
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-09-21,163
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-09-21,277
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-09-21,243
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-09-21,307
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-09-21,388
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-09-21,311
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-09-21,337
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-09-21,295
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-09-21,442
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-09-21,306
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-09-21,401
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-09-21,409
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-09-21,310
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-09-21,318
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-09-21,542
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-09-21,428
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-09-21,525
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-09-21,491
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-09-21,474
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-09-21,292
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-09-21,513
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-09-21,305
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-09-21,659
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-09-21,1069
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-09-21,375
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-09-21,524
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-09-21,690
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-09-21,817
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-09-21,563
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-09-21,1307
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-09-21,1224
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-09-21,1951
Culture,Facebook,https://www.facebook.com/piypnyc,2012-09-21,1088
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-09-21,1373
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-09-21,1087
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-09-21,1113
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-09-21,2822
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-09-21,1262
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-09-21,1700
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-09-21,1699
DOH,Facebook,http://www.facebook.com/NYCKnows,2012-09-21,1854
DOE,Facebook,http://www.facebook.com/nycgrads,2012-09-21,1812
DEP,Facebook,http://www.facebook.com/nycwater,2012-09-21,2982
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-09-21,3492
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-09-21,3998
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-09-21,5724
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-09-21,4452
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-09-21,3985
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-09-21,5175
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-09-21,47041
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-09-21,6605
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-09-21,5742
NYCService,Facebook,http://www.facebook.com/nycservice,2012-09-21,6027
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-09-21,12484
DOH,Facebook,http://www.facebook.com/nycquits,2012-09-21,9995
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-09-21,7962
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-09-21,8372
DPR,Facebook,http://www.facebook.com/nycparks,2012-09-21,18447
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-09-21,15214
DOE,Facebook,http://www.facebook.com/NYCschools,2012-09-21,23311
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-09-21,19039
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-09-21,50133
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-09-21,108461
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-09-21,20
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-09-21,126
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-09-21,1338
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-09-21,554
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-09-21,943
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-09-21,85
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-09-21,285
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-09-21,3373
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-09-21,138
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-09-21,2042
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-09-21,2919
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-09-21,35272
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-09-21,230
NYPD,Facebook,https://www.facebook.com/NYPD,2012-09-21,77759
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2012-09-21,75
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2012-09-21,88
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2012-09-21,60
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2012-09-21,75
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-09-21,369
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-09-21,87
DOH,Foursquare,https://foursquare.com/nychealthy,2012-09-21,287
DOT,Foursquare,http://foursquare.com/user/7474166,2012-09-21,4
DPR,Foursquare,https://foursquare.com/nycparks,2012-09-21,17424
EDC,Foursquare,https://foursquare.com/user/3045331,2012-09-21,19
FDNY,Foursquare,https://foursquare.com/fdny,2012-09-21,668
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-09-21,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-09-21,31123
NYC Gov,Foursquare,https://foursquare.com/nycgov,2012-09-21,11256
NYCHA,Foursquare,https://foursquare.com/nycha,2012-09-21,807
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2012-09-21,27891
DOH,iTunes,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-09-21,12924
311,iTunes,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-09-21,26581
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-09-21,28000
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-09-21,987
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-09-21,960
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-09-21,5877
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-09-21,2580
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-09-21,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-09-21,531
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-09-21,2299
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-09-21,22691
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-09-21,600
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-09-21,1046
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-09-21,4767
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-09-21,134
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-09-21,163
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-09-21,2300
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-09-21,751
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-09-21,158
DOH,Pinterest,http://pinterest.com/nychealth,2012-09-21,9
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2012-09-21,65
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-09-21,14658
DOH,Tumblr,http://nychealth.tumblr.com/,2012-09-21,54
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2012-09-21,18
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-09-21,3668
EDC,Tumblr,http://nycedc.tumblr.com/,2012-09-21,18480
NYC & Co,Tumblr,nycgo.tumblr.com,2012-09-21,1061
NYC Digital,Tumblr,madeinny.tumblr.com,2012-09-21,85
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-09-21,349
NYC Gov,Tumblr,nycgov.tumblr.com,2012-09-21,19062
OEM,Tumblr,http://nyccert.tumblr.com/,2012-09-21,22
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2012-09-21,22
OMB,Tumblr,http://nycarra.tumblr.com,2012-09-21,3205
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2012-09-21,2
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com,2012-09-21,1
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-09-21,43
City Store,Twitter,http://twitter.com/citystorenyc,2012-09-21,365
LPC,Twitter,https://twitter.com/NYCLPC,2012-09-21,690
DOE,Twitter,http://twitter.com/alumny,2012-09-21,188
OEM,Twitter,http://twitter.com/NYCOEM,2012-09-21,394
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-09-21,381
LMEC,Twitter,http://twitter.com/nyclmew,2012-09-21,453
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-09-21,296
HRA,Twitter,http://twitter.com/nychra,2012-09-21,869
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-09-21,2560
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-09-21,907
DFTA,Twitter,http://twitter.com/NYCaging,2012-09-21,841
DOE,Twitter,http://twitter.com/TheFundforPS,2012-09-21,592
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-09-21,848
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-09-21,925
EDC,Twitter,http://twitter.com/AppSciNYC,2012-09-21,1535
DOB,Twitter,http://twitter.com/nycCoolRoofs,2012-09-21,1092
DOE,Twitter,http://twitter.com/nyctf,2012-09-21,914
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-09-21,927
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-09-21,867
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-09-21,939
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-09-21,1767
MOME,Twitter,http://www.twitter.com/madeinny,2012-09-21,3376
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-09-21,2020
DOI,Twitter,http://twitter.com/DOINews,2012-09-21,2180
DCA,Twitter,http://twitter.com/nycdca,2012-09-21,2635
DOE,Twitter,http://twitter.com/iteachnyc,2012-09-21,1621
CAU,Twitter,www.twitter.com/mayorscau,2012-09-21,2285
HHC,Twitter,http://twitter.com/HHCnyc,2012-09-21,3289
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-09-21,2472
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-09-21,3215
DEP,Twitter,http://twitter.com/nycwater,2012-09-21,4054
DOITT,Twitter,http://twitter.com/nycdoitt,2012-09-21,3891
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-09-21,4199
DYCD,Twitter,http://twitter.com/nycyouth,2012-09-21,3636
NYCService,Twitter,http://twitter.com/nycservice,2012-09-21,3924
TLC,Twitter,http://twitter.com/NYCTaxi,2012-09-21,4052
DOB,Twitter,http://twitter.com/nyc_buildings,2012-09-21,4797
NYCHA,Twitter,http://twitter.com/NYCHA,2012-09-21,4686
MOME,Twitter,http://www.twitter.com/nyc_media,2012-09-21,8851
EDC,Twitter,http://twitter.com/nycedc,2012-09-21,9536
DOH,Twitter,http://twitter.com/nycHealthy,2012-09-21,10957
NYC Digital,Twitter,http://twitter.com/nycgov,2012-09-21,35434
311,Twitter,http://www.twitter.com/NYCASP,2012-09-21,11457
DOT,Twitter,http://twitter.com/NYC_DOT,2012-09-21,17964
FDNY,Twitter,http://www.twitter.com/FDNY,2012-09-21,36550
DOE,Twitter,http://twitter.com/NYCSchools,2012-09-21,26169
DPR,Twitter,http://twitter.com/NYCParks,2012-09-21,29141
NYPD,Twitter,http://twitter.com/NYPDnews,2012-09-21,41448
311,Twitter,http://www.twitter.com/311NYC,2012-09-21,32529
OEM,Twitter,http://twitter.com/NotifyNYC,2012-09-21,43680
NYC & Co,Twitter,http://twitter.com/nycgo,2012-09-21,64701
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-09-21,72422
Change By Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-09-21,1428
DHS,Twitter,www.twitter.com/nycdhs,2012-09-21,518
DOF,Twitter,https://twitter.com/nycfinance,2012-09-21,1064
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-09-21,663
DSNY,Twitter,www.twitter.com/nycrecycles,2012-09-21,271
FDNY,Twitter,https://twitter.com/joinFDNY,2012-09-21,1794
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-09-21,2321
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-09-21,79
NYC Digital,Twitter,https://twitter.com/nycgob,2012-09-21,316
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-09-21,353
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-09-21,393
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-09-21,176
Prob,Twitter,www.twitter.com/nycprobation,2012-09-21,285
Veteran's Affairs,Twitter,http://twitter.com/NYCVeterans,2012-09-21,385
DRIS,Twitter,https://twitter.com/NYCRecords,2012-09-21,39
Young Mens Initiative,Twitter,http://www.twitter.com/nycyoungmen,2012-09-21,24
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2012-09-21,4647
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-09-21,2
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-09-21,8
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-09-21,11
DOITT,YouTube,http://www.youtube.com/doittnews,2012-09-21,33
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-09-21,22
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-09-21,38
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-09-21,42
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-09-21,50
DOE,YouTube,http://www.youtube.com/nycschools,2012-09-21,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-09-21,57
OEM,YouTube,http://www.youtube.com/nycoem,2012-09-21,81
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-09-21,93
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-09-21,153
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-09-21,212
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-09-21,275
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-09-21,350
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-09-21,789
NYPD,YouTube,http://www.youtube.com/nypd,2012-09-21,3376
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-09-21,168
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-09-21,1854
Child Services,YouTube,http://www.youtube.com/user/childservices,2012-09-21,10
DCA,YouTube,http://www.youtube.com/nycdca,2012-09-21,26
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2012-09-21,0
DOH,YouTube,http://www.youtube.com/user/drinkingsugar,2012-09-21,233
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-09-21,16
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-09-21,4
Mayor's Fund,YouTube,http://www.youtube.com/mayorsfundnyc,2012-09-21,13
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-09-21,12
NYC Gov,YouTube,http://www.youtube.com/nycgov,2012-09-21,24
NYC Water,YouTube,http://www.youtube.com/nycwater,2012-09-21,23
Veteran's Affairs,YouTube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2012-09-21,2
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,2012-09-21,90
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-09-21,926
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-08-02,841
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,2012-08-02,89
Veteran's Affairs,YouTube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2012-08-02,1
NYC Water,YouTube,http://www.youtube.com/nycwater,2012-08-02,20
NYC Gov,YouTube,http://www.youtube.com/nycgov,2012-08-02,19
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-08-02,10
Mayor's Fund,YouTube,http://www.youtube.com/mayorsfundnyc,2012-08-02,10
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-08-02,2
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-08-02,7
DOH,YouTube,http://www.youtube.com/user/drinkingsugar,2012-08-02,218
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2012-08-02,0
DCA,YouTube,http://www.youtube.com/nycdca,2012-08-02,25
Child Services,YouTube,http://www.youtube.com/user/childservices,2012-08-02,9
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-08-02,1538
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-08-02,157
NYPD,YouTube,http://www.youtube.com/nypd,2012-08-02,3147
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-08-02,722
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-08-02,333
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-08-02,266
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-08-02,196
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-08-02,144
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-08-02,90
OEM,YouTube,http://www.youtube.com/nycoem,2012-08-02,78
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-08-02,56
DOE,YouTube,http://www.youtube.com/nycschools,2012-08-02,44
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-08-02,46
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-08-02,38
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-08-02,34
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-08-02,18
DOITT,YouTube,http://www.youtube.com/doittnews,2012-08-02,33
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-08-02,9
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-08-02,7
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-08-02,1
DOE,YouTube,http://www.youtube.com/thefundforps,2012-08-02,1
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2012-08-02,4647
Veteran's Affairs,Twitter,http://twitter.com/NYCVeterans,2012-08-02,336
Prob,Twitter,www.twitter.com/nycprobation,2012-08-02,239
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-08-02,173
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-08-02,324
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-08-02,284
NYC Digital,Twitter,https://twitter.com/nycgob,2012-08-02,270
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-08-02,64
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-08-02,2180
FDNY,Twitter,https://twitter.com/joinFDNY,2012-08-02,1691
DSNY,Twitter,www.twitter.com/nycrecycles,2012-08-02,93
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-08-02,476
DOF,Twitter,https://twitter.com/nycfinance,2012-08-02,945
Change By Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-08-02,1339
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-08-02,69204
NYC & Co,Twitter,http://twitter.com/nycgo,2012-08-02,61188
OEM,Twitter,http://twitter.com/NotifyNYC,2012-08-02,41398
311,Twitter,http://www.twitter.com/311NYC,2012-08-02,30807
NYPD,Twitter,http://twitter.com/NYPDnews,2012-08-02,37899
DPR,Twitter,http://twitter.com/NYCParks,2012-08-02,27477
DOE,Twitter,http://twitter.com/NYCSchools,2012-08-02,24739
FDNY,Twitter,http://www.twitter.com/FDNY,2012-08-02,32535
DOT,Twitter,http://twitter.com/NYC_DOT,2012-08-02,17006
311,Twitter,http://www.twitter.com/NYCASP,2012-08-02,11106
NYC Digital,Twitter,http://twitter.com/nycgov,2012-08-02,30407
